search_term,Input
"((""Vimizim""or""Elosulfase alfa""or""elosulfase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vimizim""or""Elosulfase alfa""or""elosulfase alfa"""
"((""Vyzulta""or""Latanoprostene bunod""or""latanoprostene bunod"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vyzulta""or""Latanoprostene bunod""or""latanoprostene bunod"""
"((""Elelyso""or""Taliglucerase alfa""or""taliglucerase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Elelyso""or""Taliglucerase alfa""or""taliglucerase alfa"""
"((""Akynzeo""or""Netupitant and  palonosetron""or""netupitant and palonosetron hydrochloride and  Helsinn"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Akynzeo""or""Netupitant and  palonosetron""or""netupitant and palonosetron hydrochloride and  Helsinn"""
"((""Dayvigo""or""Lemborexant""or""lemborexant"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Dayvigo""or""Lemborexant""or""lemborexant"""
"((""Symdeko""or""Tezacaftor and ivacaftor""or""ivacaftor and tezacaftor and  Vertex"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Symdeko""or""Tezacaftor and ivacaftor""or""ivacaftor and tezacaftor and  Vertex"""
"((""Ruconest""or""Conestat alfa""or""conestat alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ruconest""or""Conestat alfa""or""conestat alfa"""
"((""Hyqvia ""or""human immunoglobulin G ""IVIg""""or""immunoglobulin and  Baxter-2 and  Enhanze"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Hyqvia ""or""human immunoglobulin G ""IVIg""""or""immunoglobulin and  Baxter-2 and  Enhanze"""
"((""Neutroval""or""Tbo-Filgrastim ""or""filgrastim and  Teva"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Neutroval""or""Tbo-Filgrastim ""or""filgrastim and  Teva"""
"((""Xcopri""or""Cenobamate""or""cenobamate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xcopri""or""Cenobamate""or""cenobamate"""
"((""Adakveo""or""Crizanlizumab-TMCA""or""crizanlizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Adakveo""or""Crizanlizumab-TMCA""or""crizanlizumab"""
"((""Givlaari""or""Givosiran sodium""or""givosiran"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Givlaari""or""Givosiran sodium""or""givosiran"""
"((""Fulyzaq""or""Crofelemer""or""crofelemer and  Napo"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Fulyzaq""or""Crofelemer""or""crofelemer and  Napo"""
"((""Seysara""or""Sarecycline""or""sarecycline"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Seysara""or""Sarecycline""or""sarecycline"""
"((""Yupelri""or""Revefenacin ""or""revefenacin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Yupelri""or""Revefenacin ""or""revefenacin"""
"((""Eloctate""or""Efmoroctocog alfa""or""efraloctocog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Eloctate""or""Efmoroctocog alfa""or""efraloctocog alfa"""
"((""Raxibacumab""or""Raxibacumab""or""raxibacumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Raxibacumab""or""Raxibacumab""or""raxibacumab"""
"((""Palynziq""or""Pegvaliase ""or""pegvaliase"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Palynziq""or""Pegvaliase ""or""pegvaliase"""
"((""Gamifant""or""Emapalumab""or""emapalumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Gamifant""or""Emapalumab""or""emapalumab"""
"((""Rebinyn""or""Nonacog beta
pegol""or""nonacog beta pegol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Rebinyn""or""Nonacog beta
pegol""or""nonacog beta pegol"""
"((""Vyondys 53""or""golodirsen""or""golodirsen"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vyondys 53""or""golodirsen""or""golodirsen"""
"((""Erwinaze""or""Asparaginase Erwinia chrysanthemi""or""crisantaspase"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Erwinaze""or""Asparaginase Erwinia chrysanthemi""or""crisantaspase"""
"((""Caplyta""or""Lumateperone""or""lumateperone tosylate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Caplyta""or""Lumateperone""or""lumateperone tosylate"""
"((""Xtoro""or""Finafloxacin""or""finafloxacin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xtoro""or""Finafloxacin""or""finafloxacin"""
"((""Annovera""or""Segesterone acetate and ethinyl estradiol vaginal system ""or""Nestorone and ethinylestradiol vaginal ring and  Population Council"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Annovera""or""Segesterone acetate and ethinyl estradiol vaginal system ""or""Nestorone and ethinylestradiol vaginal ring and  Population Council"""
"((""Lastacaft""or""Alcaftadine""or""alcaftadine"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Lastacaft""or""Alcaftadine""or""alcaftadine"""
"((""Nuwiq""or""Simoctocog alfa""or""simoctocog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Nuwiq""or""Simoctocog alfa""or""simoctocog alfa"""
"((""Aklief""or""Trifarotene""or""trifarotene"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Aklief""or""Trifarotene""or""trifarotene"""
"((""Oxervate""or""Cenegermin ""or""cenegermin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Oxervate""or""Cenegermin ""or""cenegermin"""
"((""Brineura""or""Cerliponase alfa ""or""cerliponase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Brineura""or""Cerliponase alfa ""or""cerliponase alfa"""
"((""Epclusa""or""Sofosbuvir and velpatasvir""or""sofosbuvir and velpatasvir"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Epclusa""or""Sofosbuvir and velpatasvir""or""sofosbuvir and velpatasvir"""
"((""Ixinity""or""Recombinant Coagulation factor IX ""or""trenonacog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ixinity""or""Recombinant Coagulation factor IX ""or""trenonacog alfa"""
"((""Obizur""or""Susoctocog alfa""or""susoctocog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Obizur""or""Susoctocog alfa""or""susoctocog alfa"""
"((""Anthim""or""Obiltoxaximab""or""obiltoxaximab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Anthim""or""Obiltoxaximab""or""obiltoxaximab"""
"((""Idelvion""or""Albutrepenonacog alfa""or""albutrepenonacog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Idelvion""or""Albutrepenonacog alfa""or""albutrepenonacog alfa"""
"((""Vumerity""or""diroximel fumarate""or""diroximel fumarate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vumerity""or""diroximel fumarate""or""diroximel fumarate"""
"((""Alprolix""or""Eftrenonacog alfa""or""eftrenonacog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Alprolix""or""Eftrenonacog alfa""or""eftrenonacog alfa"""
"((""Akynzeo IV""or""Palonosetron and  fosnetupitant""or""fosnetupitant"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Akynzeo IV""or""Palonosetron and  fosnetupitant""or""fosnetupitant"""
"((""Adynovate""or""Antihemophilic Factor ""Recombinant"" and  PEGylated""or""rurioctocog alfa pegol and  Shire"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Adynovate""or""Antihemophilic Factor ""Recombinant"" and  PEGylated""or""rurioctocog alfa pegol and  Shire"""
"((""Mepsevii""or""Vestronidase alfa-vjbk""or""vestronidase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Mepsevii""or""Vestronidase alfa-vjbk""or""vestronidase alfa"""
"((""Jivi""or""Damoctocog alfa pegol""or""damoctocog alfa pegol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Jivi""or""Damoctocog alfa pegol""or""damoctocog alfa pegol"""
"((""Afstyla""or""Lonoctocog alfa""or""lonoctocog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Afstyla""or""Lonoctocog alfa""or""lonoctocog alfa"""
"((""Tretten""or""Coagulation Factor XIII A Subunit ""Recombinant""""or""catridecacog"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Tretten""or""Coagulation Factor XIII A Subunit ""Recombinant""""or""catridecacog"""
"((""Jeuveau""or""Prabotulinumtoxina-XVFS""or""Prabotulinum toxin A"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Jeuveau""or""Prabotulinumtoxina-XVFS""or""Prabotulinum toxin A"""
"((""Revcovi""or""Elapegademase ""or""elapegademase"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Revcovi""or""Elapegademase ""or""elapegademase"""
"((""Asparlas""or""Calaspargase pegol""or""calaspargase pegol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Asparlas""or""Calaspargase pegol""or""calaspargase pegol"""
